gameId,week,nflPlayId,nflPlayType,nflPlayDescription,nflPlayUrl
2025002,1,2989,RUSH,"(7:17) (Shotgun) K.Herbert left guard for 1 yard, TOUCHDOWN.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=2989
2025002,1,3012,XP_KICK,"M.Trujillo extra point is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3012
2025002,1,3037,TIMEOUT,Timeout at 07:13.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3037
2025002,1,3027,KICK_OFF,M.Trujillo kicks 63 yards from IND 35 to BAL 2. D.Wade to BAL 25 for 23 yards (L.Treadwell).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3027
2025002,1,3057,PASS,(7:06) D.Leary pass short left to L.Wester to BAL 36 for 11 yards (D.Shelley).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3057
2025002,1,3082,PASS,(6:27) D.Leary pass incomplete deep left to K.Kirkwood.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3082
2025002,1,3105,RUSH,(6:24) (Shotgun) D.Johnson left guard to BAL 38 for 2 yards (D.Shelley).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3105
2025002,1,3127,PASS,(5:40) (Shotgun) D.Leary pass deep right to L.Wester ran ob at IND 32 for 30 yards.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3127
2025002,1,3152,RUSH,(5:17) D.Johnson right guard to IND 28 for 4 yards (A.Adebawore).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3152
2025002,1,3174,PASS,(4:37) (Shotgun) D.Leary pass incomplete deep right to D.Walker.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5b339-3ca3-11f0-b670-ae1250fadad1&playId=3174
